Patients;Deaths;Agegroup;PatientsFemales;PatientsMales;PeriodMonths;Periodfrom;Periodto;Periodmean;Mergesplit;Firstauthor;Studyauthor;Studytype;SingleMulticentre;Country;Region;Income;Interval;Pathogen;Streppneumoniae;Neismeningitidis;HaemophInfluenzae;Listeria;Eschcoli;GBS;Staphaureus;Enterobacter;Pseudomonas;Klebsielapneumoniae;Other;Unidentified;Streppneumoniae_A;Neismeningitidis_A;HaemophInfluenzae_A;Listeria_A;Eschcoli_A;GBS_A;Staphaureus_A;Enterobacter_A;Pseudomonas_A;Klebsielapneumoniae_A;Other_A;Unidentified_A;CfrCalc;CfrUci;CfrLci;Mortalityrate;MortalityRateSE
286;65;Adults;107;179;179.96774193548387;1990-01-01;2004-12-31;1997;No merge and no split;Lepur;Lepur (2007) [1990–2004];Observational;single centre;Croatia;Europe;high;1991–2000;na;113;24;16;19;NA;NA;NA;NA;NA;NA;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.22727272727272727;0.2825245635897383;0.17202089095571624;22.727272727272727;0.028189712406638288
4798;1157;Not specified;NA;NA;119.96774193548387;1998-01-01;2007-12-31;2002;No merge and no split;Perez;Perez (2010) [1998–2007];Observational;multicentre;Cuba;N-America;high;2001–2010;na;1131;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;389;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.24114214255939975;0.2550372691326895;0.22724701598611002;24.114214255939974;0.00708935029249476
279;55;Adults;122;157;119.96774193548387;1997-01-01;2006-12-31;2001;No merge and no split;Dzupova;Dzupova (2009) [1997–2006];Observational;single centre;Czech Rep.;Europe;high;1991–2000;na;82;75;3;21;8;2;14;NA;NA;3;8;63;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1971326164874552;0.24923207539321682;0.14503315758169355;19.71326164874552;0.026581356584572263
172;33;Adults;88;84;179.96774193548387;1998-01-01;2012-12-31;2005;merge time;Bodilsen;Bodilsen (2014) [1998–2012];Observational;multicentre;Denmark;Europe;high;2001–2010;na;92;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;NA;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;16;NA;0.19186046511627908;0.2573217603907822;0.12639916984177596;19.186046511627907;0.03339862003801179
42;12;Adults;31;17;144;1976-01-01;1988-01-01;1981;No merge and no split;Rasmussen;Rasmussen (1992) [1976–1988];Observational;multicentre;Denmark;Europe;high;1971–1980;na;16;5;2;NA;1;NA;3;NA;NA;NA;1;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2857142857142857;0.44737236108738093;0.12405621034119049;28.57142857142857;0.08247860988423227
658;75;Not specified;271;387;131.96774193548387;1949-01-01;1959-12-31;1954;No merge and no split;Quaade;Quaade (1962) [1949–1959];Observational;single centre;Denmark;Europe;high;Before 1961;na;133;267;84;2;6;NA;10;NA;NA;1;17;138;23;10;8;0;4;NA;6;NA;NA;1;8;15;0.11398176291793313;0.13977826430725682;0.08818526152860942;11.398176291793312;0.013161480300675356
875;93;Not specified;389;486;131.96774193548387;1966-01-01;1976-12-31;1971;merge age;Bohr;Bohr (1983) [1966–1976];Observational;single centre;Denmark;Europe;high;1961–1970;na;162;356;72;9;NA;NA;NA;NA;NA;NA;72;198;31;10;3;5;NA;NA;NA;NA;NA;NA;21;21;0.10628571428571429;0.12788749199033853;0.08468393658109008;14.154200230149597;0.011021315155420522
54;8;Children and adults;27;27;179.96774193548387;1988-01-01;2002-12-31;1995;No merge and no split;Ostergaard;Ostergaard (2004) [1988–2002];Observational;single centre;Denmark;Europe;high;1991–2000;na;10;18;2;1;NA;NA;1;NA;NA;1;NA;21;4;1;NA;0;NA;NA;1;NA;NA;1;NA;1;0.14814814814814814;0.25080957712041724;0.04548671917587903;14.814814814814813;0.0523782800878924
80;5;Neonates and children;39;40;131.96774193548387;1979-01-01;1989-12-31;1984;merge age;Thomas;Thomas (1992) [1979–1989];Observational;single centre;Australia;Oceania;high;1981–1990;na;10;4;60;NA;1;3;NA;NA;NA;NA;2;NA;1;2;1;NA;1;0;NA;NA;NA;NA;0;NA;0.0625;0.11728366544874486;0.007716334551255155;6.25;0.027950849718747374
17;1;Adults;9;8;23;1997-02-01;1999-01-01;1998;No merge and no split;Moller;Moller (2000) [1997–1999];Observational;single centre;Denmark;Europe;high;1991–2000;na;7;4;NA;NA;NA;1;1;NA;NA;NA;3;1;1;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0.058823529411764705;0.17411764705882352;-0.05647058823529411;8.333333333333332;0.0588235294117647
147;49;Adults;67;80;95.96774193548387;2003-01-01;2010-12-31;2006;No merge and no split;Baunbaek;Baunbaek (2016) [2003–2010];Observational;multicentre;Denmark;Europe;high;2001–2010;na;71;7;NA;10;NA;NA;8;NA;NA;NA;14;37;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3333333333333333;0.42666666666666664;0.24;33.33333333333333;0.047619047619047616
100;20;Children;38;62;17.966666666666665;1984-01-01;1985-06-30;1984;No merge and no split;Rodriguez;Rodriguez (1985) [1984–1985];Interventional;single centre;Dominican Rep.;N-America;low;1981–1990;na;17;17;42;NA;NA;NA;NA;NA;NA;NA;14;10;8;1;3;NA;NA;NA;NA;NA;NA;NA;5;3;0.2;0.28765386471799176;0.11234613528200825;20;0.04472135954999579
350;125;Not specified;150;200;23.967741935483872;1977-01-01;1978-12-31;1977;No merge and no split;Guirguis;Guirguis (1983) [1977–1978];Observational;multicentre;Egypt;Africa;low;1971–1980;na;142;89;42;NA;NA;NA;NA;NA;NA;NA;77;NA;63;19;24;NA;NA;NA;NA;NA;NA;NA;19;NA;0.35714285714285715;0.4197527605128512;0.29453295377286304;35.714285714285715;0.03194382824999698
1101;239;Children and adults;446;655;73.96774193548387;1998-06-01;2004-07-31;2001;No merge and no split;Afifi;Afifi (2007) [1998–2004];Observational;multicentre;Egypt;Africa;low;1991–2000;na;560;203;287;NA;NA;NA;NA;NA;NA;NA;51;NA;134;29;72;NA;NA;NA;NA;NA;NA;NA;4;NA;0.21707538601271573;0.2445966073334523;0.1895541646919791;21.707538601271573;0.014041439449355403
84;3;Children;NA;NA;95.96774193548387;1983-01-01;1990-12-31;1986;No merge and no split;Lutsar;Lutsar (1995) [1983–1990];Observational;single centre;Estonia;Europe;high;1981–1990;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.03571428571428571;0.07612880455755952;-0.004700233128988088;3.571428571428571;0.020619652471058063
120;26;Children;49;71;23.967741935483872;1975-01-01;1976-12-31;1976;No merge and no split;Hailemeskel;Hailemeskel (1978) [1975–1976];Observational;single centre;Ethiopia;Africa;low;1971–1980;na;26;30;50;0;1;NA;NA;NA;NA;NA;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.21666666666666667;0.29995065205534877;0.13338268127798453;21.666666666666668;0.04249182927993986
64;15;Adults;23;41;33.96774193548387;2013-03-01;2015-12-31;2014;No merge and no split;Gudina;Gudina (2017) [2013–2015];Interventional;single centre;Ethiopia;Africa;low;After 2010;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.234375;0.35298511497760215;0.11576488502239786;23.4375;0.0605153647844909
325;12;Children;165;160;95.96774193548387;1984-01-01;1991-12-31;1987;No merge and no split;Kallio;Kallio (1994) [1984–1991];Observational;multicentre;Finland;Europe;high;1981–1990;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.036923076923076927;0.05781427435590769;0.01603187949024616;3.6923076923076925;0.010658774200423859
633;65;Not specified;NA;NA;131.96774193548387;2004-01-01;2014-12-31;2009;No merge and no split;Polkowska;Polkowska (2017) [2004–2014];Observational;multicentre;Finland;Europe;high;2001–2010;na;308;163;26;50;NA;86;NA;NA;NA;NA;NA;NA;38;14;0;11;NA;2;NA;NA;NA;NA;NA;NA;0.10268562401263823;0.1276493288888865;0.07772191913638996;10.268562401263823;0.012736584120534833
60;13;Adults;26;34;47.96774193548387;2001-01-01;2004-12-31;2003;No merge and no split;Dauchy;Dauchy (2007) [2001–2004];Observational;single centre;France;Europe;high;2001–2010;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.21666666666666667;0.3344480083318236;0.09888532500150969;21.666666666666668;0.060092521257733136
35;4;Neonates;20;15;191.96774193548387;1982-01-01;1997-12-31;1989;No merge and no split;Zanelli;Zanelli (2000) [1982–1997];Observational;single centre;France;Europe;high;1981–1990;na;0;3;2;NA;10;13;3;NA;1;NA;3;NA;NA;1;0;NA;0;1;1;NA;0;NA;1;NA;0.11428571428571428;0.22628571428571428;0.0022857142857142876;11.428571428571429;0.05714285714285715
4808;414;Neonates and children;NA;NA;143.96774193548387;2001-01-01;2012-12-31;2007;merge age;Levy;Levy (2014) [2001–2012];NA;multicentre;France;Europe;high;2001–2010;na;1405;1991;135;33;299;730;0;0;0;0;196;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08610648918469219;0.0944010191973329;0.07781195917205146;8.610648918469218;0.004231903067673838
36;22;Neonates;NA;NA;NA;NA;NA;1969;No merge and no split;Chevrie;Chevrie (1969);Observational;single centre;France;Europe;high;1961–1970;na;3;1;NA;5;6;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6111111111111112;0.8664781913681645;0.3557440308540577;61.111111111111114;0.13028932666176193
80;31;Adults;NA;NA;143;1981-01-01;1992-12-01;1986;No merge and no split;Brivet;Brivet (1993) [1981–1992];Observational;single centre;France;Europe;high;1981–1990;na;27;6;NA;6;NA;3;6;NA;NA;NA;7;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3875;0.5239102268893355;0.25108977311066444;38.75;0.06959705453537528
420;111;Neonates and children;191;229;47.96774193548387;1991-01-01;1994-12-31;1992;merge age;Palmer;Palmer (1999) [1991–1994];Observational;single centre;Gambia;Africa;low;1991–2000;na;111;16;114;0;0;0;0;0;0;0;28;151;41;2;20;0;0;0;0;0;0;0;14;34;0.2642857142857143;0.3134520984656937;0.21511933010573486;26.42857142857143;0.025084889887744606
100;9;Not specified;NA;NA;59.96774193548387;2006-01-01;2010-12-31;2008;No merge and no split;Butsashvili;Butsashvili (2013) [2006–2010];Observational;multicentre;Georgia;Europe;high;2001–2010;na;67;16;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.09;0.1488;0.031200000000000002;9;0.029999999999999995
78;11;Neonates;NA;NA;131.96774193548387;1992-01-01;2002-12-31;1997;No merge and no split;May;May (2005) [1992–2002];Observational;multicentre;Australia;Oceania;high;1991–2000;na;2;1;NA;3;16;48;1;1;1;1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.14102564102564102;0.22436646909098182;0.0576848129603002;14.102564102564102;0.04252083064558205
86;16;Adults;39;47;71.96774193548387;1984-01-01;1989-12-31;1986;No merge and no split;Pfister;Pfister (1993) [1984–1989];Observational;single centre;Germany;Europe;high;1981–1990;na;30;5;6;2;2;1;5;NA;1;NA;10;24;10;0;0;1;0;1;1;NA;0;NA;2;1;0.18604651162790697;0.2772093023255814;0.09488372093023256;NA;0.046511627906976744
47;8;Adults;NA;NA;54.96774193548387;1992-06-01;1996-12-31;1994;No merge and no split;Müller;Müller (1998) [1992–1996];Observational;single centre;Germany;Europe;high;1991–2000;na;18;1;NA;1;2;NA;NA;NA;NA;NA;17;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1702127659574468;0.28816419498941553;0.05226133692547803;17.02127659574468;0.06017930052651467
256;20;Not specified;NA;NA;29.967741935483872;1998-07-01;2000-12-31;1999;merge age;Beyrer;Beyrer (2002) [1998–2000];Observational;multicentre;Germany;Europe;high;1991–2000;na;51;71;2;8;5;12;14;0;0;0;10;83;8;1;0;0;1;0;3;0;0;0;1;6;0.078125;0.11236479090546553;0.04388520909453447;7.8125;0.017469281074217108
83;10;Not specified;NA;NA;71.96774193548387;2010-01-01;2015-12-31;2012;No merge and no split;Kaburi;Kaburi (2017) [2010–2015];Observational;multicentre;Ghana;Africa;low;After 2010;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.12048192771084337;0.19515740016783162;0.04580645525385514;12.048192771084338;0.03809973084540217
1331;34;Children;NA;NA;383.96774193548384;1974-01-01;2005-12-31;1989;No merge and no split;Theodoridou;Theodoridou (2007) [1974–2005];Observational;single centre;Greece;Europe;high;1981–1990;na;186;838;252;NA;NA;NA;NA;NA;NA;NA;55;NA;14;14;2;NA;NA;NA;NA;NA;NA;NA;4;NA;0.025544703230653644;0.0341312289360607;0.01695817752524659;2.5544703230653645;0.004380880461942375
800;192;Neonates and children;276;524;95.96774193548387;2000-01-01;2007-12-31;2003;No merge and no split;Olson;Olson (2015) [2000–2007];Observational;multicentre;Guatemala;S-America;low;2001–2010;na;169;NA;210;NA;NA;NA;NA;NA;NA;NA;98;248;64;NA;39;NA;NA;NA;NA;NA;NA;NA;28;44;0.24;0.27394819582835;0.20605180417165003;24;0.01732050807568877
20;4;Neonates;5;15;NA;NA;NA;1976;No merge and no split;Yeung;Yeung (1976);Observational;single centre;Hong Kong;Asia;high;1971–1980;na;2;NA;NA;NA;6;1;1;NA;2;1;7;NA;1;NA;NA;NA;0;0;0;NA;1;0;2;NA;0.2;0.396;0.0040000000000000036;20;0.1
41;2;Children;NA;NA;107;1984-12-01;1993-11-01;1989;No merge and no split;Sung;Sung (1997) [1984–1993];Observational;single centre;Hong Kong;Asia;high;1981–1990;na;5;5;NA;NA;NA;5;2;NA;NA;NA;4;11;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.04878048780487805;0.11638679468905527;-0.01882581907929918;4.878048780487805;0.03449301371641695
35;11;Adults;NA;NA;119.96774193548387;1992-01-01;2001-12-31;1996;No merge and no split;Hui;Hui (2005) [1992–2001];Observational;single centre;Hong Kong;Asia;high;1991–2000;na;7;NA;NA;2;NA;NA;3;NA;NA;5;18;NA;3;NA;NA;NA;NA;NA;2;NA;NA;4;2;NA;0.3142857142857143;0.5000167025456166;0.1285547260258119;31.428571428571427;0.09476070829586855
115;30;Neonates;NA;NA;35.96774193548387;1987-01-01;1989-12-31;1988;No merge and no split;Francis;Francis (1992) [1987–1989];Observational;multicentre;Australia;Oceania;high;1981–1990;na;NA;NA;NA;3;25;41;NA;NA;NA;NA;46;NA;NA;NA;NA;1;8;12;NA;NA;NA;NA;NA;NA;0.2608695652173913;0.3542205402356631;0.16751859019911952;26.08695652173913;0.04762804847871009
127;25;Adults;NA;NA;239;1975-01-01;1994-12-01;1984;No merge and no split;Sigurdardottir;Sigurdardottir (1997) [1975–1994];Observational;multicentre;Iceland;Europe;high;1981–1990;na;27;74;6;8;1;NA;NA;NA;NA;NA;NA;11;7;12;1;3;1;NA;NA;NA;NA;NA;NA;1;0.1968503937007874;0.27401574803149603;0.11968503937007874;19.68503937007874;0.03937007874015747
477;21;Neonates and children;NA;NA;431.96774193548384;1975-01-01;2010-12-31;1992;No merge and no split;Snaebjarnardottir;Snaebjarnardottir (2013) [1975–2010];Observational;multicentre;Iceland;Europe;high;1991–2000;na;47;265;132;NA;NA;19;NA;NA;NA;NA;NA;NA;6;13;1;NA;NA;1;NA;NA;NA;NA;NA;NA;0.0440251572327044;0.06285502801281645;0.025195286452592357;4.40251572327044;0.009607076928628595
111;18;Adults;48;63;191.96774193548387;1995-01-01;2010-12-31;2002;No merge and no split;Thornorethardottir;Thornorethardottir (2014) [1995–2010];Observational;multicentre;Iceland;Europe;high;2001–2010;na;33;46;4;5;4;2;3;NA;1;1;6;6;8;6;0;1;0;2;1;NA;0;0;0;0;0.16216216216216217;0.23707725897976395;0.08724706534456038;16.216216216216218;0.038221988172245806
50;9;Children;18;32;NA;NA;NA;1995;No merge and no split;Singhi;Singhi (1995);Interventional;single centre;India;Asia;low;1991–2000;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.18;0.2976;0.062400000000000004;18;0.05999999999999999
222;19;Children;NA;NA;41;1993-07-01;1996-12-01;1995;No merge and no split;Singhi;Singhi (2004) [1993–1996];Observational;single centre;India;Asia;low;1991–2000;na;11;1;9;NA;NA;NA;1;NA;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.08558558558558559;0.12406955824026901;0.047101612930902155;8.558558558558559;0.01963467992585889
16;1;Children;1;15;NA;NA;NA;2006;No merge and no split;Singhi;Singhi (2006);Observational;single centre;India;Asia;low;2001–2010;na;5;NA;6;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0625;0.185;-0.06;6.25;0.0625
97;18;Children;22;75;11.966666666666667;1995-10-01;1996-09-30;1996;No merge and no split;Awasthi;Awasthi (1997) [1995–1996];Observational;single centre;India;Asia;low;1991–2000;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.18556701030927836;0.2712945953273587;0.09983942529119796;18.556701030927837;0.04373856378473489
69;34;Neonates;23;46;23.967741935483872;1972-01-01;1973-12-31;1972;No merge and no split;Santhanakrishnan;Santhanakrishnan (1974) [1972–1973];Observational;single centre;India;Asia;low;1971–1980;na;NA;NA;NA;NA;3;NA;5;NA;6;2;19;37;NA;NA;NA;NA;2;NA;4;NA;5;1;8;14;0.4927536231884058;0.6583864596216926;0.32712078675511896;49.275362318840585;0.08450654920065655
852;137;Neonates and children;NA;NA;11.967741935483872;1989-01-01;1989-12-31;1989;No merge and no split;Kabra;Kabra (1991) [1989–1989];Observational;multicentre;India;Asia;low;1981–1990;na;22;21;8;NA;NA;NA;14;NA;NA;NA;67;720;5;2;2;NA;NA;NA;1;NA;NA;NA;15;112;0.1607981220657277;0.1877244270246602;0.13387181710679522;16.079812206572768;0.013737910693332902
32;14;Children;NA;NA;NA;NA;NA;2000;No merge and no split;Ray;Ray (2000);Observational;single centre;India;Asia;low;1991–2000;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4375;0.6666765149399039;0.2083234850600961;43.75;0.11692679333668565
47;28;Neonates;NA;NA;101.96774193548387;1953-07-01;1961-12-31;1957;No merge and no split;Yu;Yu (1963) [1953–1961];Observational;single centre;Australia;Oceania;high;Before 1961;na;3;NA;1;NA;17;2;3;NA;3;NA;10;8;2;NA;0;NA;11;2;2;NA;3;NA;6;2;0.5957446808510638;0.816411598710068;0.37507776299205964;59.57446808510638;0.11258516217296131
380;34;Children and adults;58;322;51.96666666666667;2004-06-01;2008-09-30;2006;No merge and no split;Vibha;Vibha (2010) [2004–2008];Observational;single centre;India;Asia;low;2001–2010;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.08947368421052632;0.11954912029972839;0.059398248121324236;8.947368421052632;0.015344610249592897
100;25;Children;NA;NA;19;1994-09-01;1996-04-01;1995;No merge and no split;Sahai;Sahai (2001) [1994–1996];Observational;single centre;India;Asia;low;1991–2000;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.25;0.348;0.152;25;0.049999999999999996
54;17;Children;26;28;23;1997-04-01;1999-03-01;1998;No merge and no split;Chinchankar;Chinchankar (2002) [1997–1999];Observational;single centre;India;Asia;low;1991–2000;na;21;NA;14;NA;NA;NA;NA;NA;NA;NA;19;NA;7;NA;3;NA;NA;NA;NA;NA;NA;NA;7;NA;0.3148148148148148;0.4644682782631595;0.16516135136647012;31.48148148148148;0.07635380788180851
67;7;Children;NA;NA;23.967741935483872;2009-01-01;2010-12-31;2009;No merge and no split;Vashishtha;Vashishtha (2011) [2009–2010];Observational;single centre;India;Asia;low;2001–2010;na;17;2;3;NA;5;NA;1;NA;1;1;NA;37;3;NA;NA;NA;1;NA;0;NA;0;1;NA;2;0.1044776119402985;0.18187570999532238;0.02707951388527466;10.44776119402985;0.039488825538277476
14;2;Neonates;NA;NA;131.96774193548387;1997-01-01;2007-12-31;2002;No merge and no split;Aletayeb;Aletayeb (2010) [1997–2007];Observational;single centre;Iran;Asia;high;2001–2010;na;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.14285714285714285;0.3408470415893761;-0.05513275587509044;14.285714285714285;0.10101525445522105
60;10;Neonates;27;33;35.96774193548387;2005-01-01;2007-12-31;2006;No merge and no split;Tarvij Eslami;Tarvij Eslami (2012) [2005–2007];Observational;single centre;Iran;Asia;high;2001–2010;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.16666666666666666;0.26996773689883374;0.06336559643449961;16.666666666666664;0.05270462766947299
160;45;Children;64;96;120;1961-01-01;1971-01-01;1966;No merge and no split;Hashemi;Hashemi (1975) [1961–1971];Observational;single centre;Iran;Asia;high;1961–1970;na;49;70;12;NA;NA;NA;NA;NA;NA;NA;29;NA;16;5;7;NA;NA;NA;NA;NA;NA;NA;17;NA;0.28125;0.3634254981731173;0.19907450182688274;28.125;0.041926274578121064
383;96;Neonates and children;NA;NA;84;1968-01-01;1975-01-01;1971;No merge and no split;Moazami;Moazami (1977) [1968–1975];Observational;single centre;Iran;Asia;high;1961–1970;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2506527415143603;0.3007937325937862;0.20051175043493444;25.06527415143603;0.025582138305829536
20;2;Children;NA;NA;18.964285714285715;2009-08-01;2011-02-28;2010;No merge and no split;Mahmoudi;Mahmoudi (2013) [2009–2011];Observational;single centre;Iran;Asia;high;2001–2010;na;4;1;2;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1;0.2385929291125633;-0.03859292911256332;10;0.07071067811865475
41;20;Neonates;22;19;167.96774193548387;1973-01-01;1986-12-31;1980;No merge and no split;Bell;Bell (1989) [1973–1986];Observational;single centre;Ireland;Europe;high;1971–1980;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4878048780487805;0.7015947919951019;0.2740149641024591;48.78048780487805;0.10907648670730682
80;6;Children;28;52;24;2011-09-01;2013-09-01;2012;No merge and no split;Amare;Amare (2018) [2011–2013];Observational;single centre;Ethiopia;Africa;low;After 2010;na;14;NA;4;NA;NA;NA;NA;NA;NA;NA;2;60;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.075;0.13501249869818785;0.014987501301812145;7.5;0.03061862178478972
43;5;Adults;17;26;119;2007-01-01;2016-12-01;2011;No merge and no split;Sunwoo;Sunwoo (2021) [2007–2016];Observational;single centre;Korea;Asia;high;2001–2010;na;8;0;2;5;1;NA;NA;NA;NA;NA;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.11627906976744186;0.21820216827673458;0.014355971258149126;11.627906976744185;0.05200158087208812
153;23;Neonates and children;NA;NA;83;2010-01-01;2016-12-01;2013;No merge and no split;Tagbo;Tagbo (2019) [2010–2016];Observational;single centre;Nigeria;Africa;low;After 2010;na;71;53;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;11;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1503267973856209;0.21176359337054204;0.0888900014006998;15.032679738562091;0.031345304073939345
98;21;Neonates and children;NA;NA;83;2010-01-01;2016-12-01;2013;No merge and no split;Tsolenyanu;Tsolenyanu (2019) [2010–2016];Observational;single centre;Togo;Africa;low;After 2010;na;66;9;23;NA;NA;NA;NA;NA;NA;NA;NA;NA;17;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.21428571428571427;0.30593722818483104;0.12263420038659748;21.428571428571427;0.046760976479141216
115;18;Neonates and children;NA;NA;83;2010-01-01;2016-12-01;2013;No merge and no split;Sonko;Sonko (2019) [2010–2016];Observational;single centre;Senegal;Africa;low;After 2010;na;76;29;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;17;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1565217391304348;0.22883109345003302;0.08421238481083655;15.65217391304348;0.036892527714080726
45;15;Neonates;20;25;144;2004-01-01;2016-01-01;2009;No merge and no split;Peros;Peros (2020) [2004–2016];Observational;single centre;Netherlands;Europe;high;2001–2010;na;NA;NA;NA;NA;10;3;NA;NA;NA;NA;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3333333333333333;0.502023274634812;0.16464339203185474;33.33333333333333;0.08606629658238706
111;5;Neonates;57;54;24;2016-01-01;2018-01-01;2016;No merge and no split;Liu;Liu (2020) [2016–2018];Observational;single centre;China;Asia;high;After 2010;na;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;12;95;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.04504504504504504;0.08452876789098727;0.005561322199102815;4.504504504504505;0.020144756554052158
101;6;Children;47;54;359;1986-01-01;2015-12-01;2000;No merge and no split;Johansson;Johansson (2020) [1986–2015];Observational;multicentre;Sweden;Europe;high;1991–2000;na;32;11;41;NA;NA;4;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0594059405940594;0.10694059302826761;0.011871288159851204;5.9405940594059405;0.024252373690922552
28;3;Adults;13;15;59;2013-01-01;2017-12-01;2015;No merge and no split;Aimbudlop;Aimbudlop (2021) [2013–2017];Observational;single centre;Thailand;Asia;high;After 2010;na;2;NA;NA;4;NA;8;NA;NA;NA;NA;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.10714285714285714;0.22838641367267856;-0.014100699386964264;10.714285714285714;0.06185895741317419
159;9;Adults;77;82;95;2009-01-01;2016-12-01;2012;No merge and no split;Matulyte;Matulyte (2020) [2009–2016];Observational;single centre;Lithuania;Europe;high;After 2010;na;15;55;NA;5;NA;NA;NA;NA;NA;NA;5;79;1;5;NA;0;NA;NA;NA;NA;NA;NA;0;3;0.05660377358490566;0.09358490566037736;0.019622641509433963;5.660377358490567;0.018867924528301886
89;10;Neonates;13;76;NA;NA;NA;2018;No merge and no split;Kumar;Kumar (2018);Observational;single centre;India;Asia;low;After 2010;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.11235955056179775;0.18200072150483174;0.04271837961876378;11.235955056179774;0.03553120966481326
